98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:612(TorchFunctionDisableVariable)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:148(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 binrel.py:135(AppliedBinaryRelation)
        1    0.000    0.000    0.000    0.000 _op_schema.py:169(TupleStrategy)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:222(polylog)
        2    0.000    0.000    0.000    0.000 libmpf.py:345(to_int)
        1    0.000    0.000    0.000    0.000 errors.py:14(OutOfResources)
        1    0.000    0.000    0.000    0.000 series.py:1289(LineOver1DRangeSeries)
        2    0.000    0.000    0.000    0.000 registry.py:95(_backend_module_name)
        1    0.000    0.000    0.000    0.000 autotuner.py:14(Autotuner)
        3    0.000    0.000    0.000    0.000 typing.py:845(__repr__)
        1    0.000    0.000    0.000    0.000 patcher.py:27(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 relational.py:1160(StrictGreaterThan)
        3    0.000    0.000    0.000    0.000 Image.py:3489(register_decoder)
        1    0.000    0.000    0.000    0.000 function.py:871(UndefinedFunction)
        1    0.000    0.000    0.000    0.000 sequences.py:466(SeqPer)
        1    0.000    0.000    0.000    0.000 modules.py:260(FreeModuleElement)
        6    0.000    0.000    0.000    0.000 storage.py:45(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:1392(DebuggingVariable)
        3    0.000    0.000    0.000    0.000 platform.py:830(uname)
        1    0.000    0.000    0.000    0.000 ellipse.py:1476(Circle)
        1    0.000    0.000    0.000    0.000 line.py:2670(Ray3D)
        2    0.000    0.000    0.000    0.000 transforms.py:282(p0)
        1    0.000    0.000    0.000    0.000 guards.py:500(GuardManagerType)
        1    0.000    0.000    0.000    0.000 markers.py:274(Marker)
        1    0.000    0.000    0.000    0.000 special.py:174(GenericIdentity)
        1    0.000    0.000    0.000    0.000 codecache.py:289(PersistentCache)
        1    0.000    0.000    0.000    0.000 equality.py:25(EqualityPredicate)
        1    0.000    0.000    0.000    0.000 decorator.py:79(conserve_mpmath_dps)
        1    0.000    0.000    0.000    0.000 error_functions.py:1483(li)
        1    0.000    0.000    0.000    0.000 distributed.py:244(ProcessGroupVariable)
        1    0.000    0.000    0.000    0.000 registry.py:16(CompiledFn)
        1    0.000    0.000    0.000    0.000 bessel.py:590(besselk)
        1    0.000    0.000    0.000    0.000 map.py:36(__init__)
        3    0.000    0.000    0.000    0.000 cbook.py:100(__call__)
        1    0.000    0.000    0.000    0.000 core.py:2473(range)
        1    0.000    0.000    0.000    0.000 permutation.py:168(MatrixPermute)
        3    0.000    0.000    0.000    0.000 node.py:62(has_side_effect)
        1    0.000    0.000    0.000    0.000 types.py:53(DynamoCallbackFn)
        1    0.000    0.000    0.000    0.000 source.py:433(GetItemSource)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:244(GaussianDomain)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 plotgrid.py:16(PlotGrid)
        1    0.000    0.000    0.000    0.000 mod.py:11(Mod)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:602(make_mpc)
        1    0.000    0.000    0.000    0.000 diagonal.py:9(DiagonalMatrix)
        9    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:309(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dicts.py:639(DictKeys)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:608(G_Function)
        3    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 logic.py:223(Logic)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:685(DisabledSavedTensorsHooksVariable)
        1    0.000    0.000    0.000    0.000 fancysets.py:73(Naturals)
        1    0.000    0.000    0.000    0.000 single.py:1438(HomogeneousCoeffSubsDepDivIndep)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:2738(Zero)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        1    0.000    0.000    0.000    0.000 types.py:66(DynamoGuardHook)
        1    0.000    0.000    0.000    0.000 fancysets.py:1110(ComplexRegion)
        1    0.000    0.000    0.000    0.000 assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 _elffile.py:41(ELFFile)
        1    0.000    0.000    0.000    0.000 modules.py:1647(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 __init__.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:18(InstructionExnTabEntry)
        3    0.000    0.000    0.000    0.000 functools.py:852(<lambda>)
        2    0.000    0.000    0.000    0.000 driver.py:26(__setattr__)
        1    0.000    0.000    0.000    0.000 adjoint.py:6(Adjoint)
        1    0.000    0.000    0.000    0.000 _property_bag.py:10(PropertyBag)
        1    0.000    0.000    0.000    0.000 utils.py:1011(DeferredLineBase)
        5    0.000    0.000    0.000    0.000 transforms.py:224(_noconds_)
        1    0.000    0.000    0.000    0.000 filelist.py:17(FileList)
        1    0.000    0.000    0.000    0.000 traitlets.py:3692(validate_elements)
        1    0.000    0.000    0.000    0.000 enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 diophantine.py:146(DiophantineEquationType)
        1    0.000    0.000    0.000    0.000 single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 __init__.py:12(warn_distutils_present)
        2    0.000    0.000    0.000    0.000 cache.py:183(LazyFunctionMeta)
        1    0.000    0.000    0.000    0.000 functions.py:512(LShift)
        1    0.000    0.000    0.000    0.000 discovery.py:89(_Finder)
        1    0.000    0.000    0.000    0.000 helper.py:396(training_plan)
        1    0.000    0.000    0.000    0.000 extrapolation.py:266(levin_class)
        1    0.000    0.000    0.000    0.000 boolalg.py:1240(Equivalent)
        1    0.000    0.000    0.000    0.000 _trace_wrapped_higher_order_op.py:52(__init__)
        2    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 _random.py:342(TensorParallelRNGTracker)
        1    0.000    0.000    0.000    0.000 api.py:70(ShardingPlanner)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:604(RegisterPostBackwardFunction)
        1    0.000    0.000    0.000    0.000 _utils.py:952(get_calls)
        1    0.000    0.000    0.000    0.000 assume.py:224(Predicate)
        1    0.000    0.000    0.000    0.000 __init__.py:120(Command)
        1    0.000    0.000    0.000    0.000 fancysets.py:166(Integers)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:384(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sets.py:10(MatrixSet)
        1    0.000    0.000    0.000    0.000 generate.py:26(Sieve)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 convert_frame.py:146(Tracker)
        2    0.000    0.000    0.000    0.000 numeric.py:1918(isscalar)
        4    0.000    0.000    0.000    0.000 basic.py:869(args)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:287(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 utils.py:456(CachedMethod)
        1    0.000    0.000    0.000    0.000 error_functions.py:2085(Shi)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 __init__.py:394(pass_none)
        5    0.000    0.000    0.000    0.000 higher_order_ops.py:47(raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 _op_schema.py:426(OutputSharding)
       14    0.000    0.000    0.000    0.000 traitlets.py:469(instance_init)
        1    0.000    0.000    0.000    0.000 utils.py:1005(CleanupHook)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:53(PpmImageFile)
        1    0.000    0.000    0.000    0.000 module.py:2849(eval)
        1    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 context.py:297(passes)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:865(loggamma)
        1    0.000    0.000    0.000    0.000 sets.py:1691(Complement)
        1    0.000    0.000    0.000    0.000 __init__.py:468(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 modules.py:160(ModuleElement)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:43(FSDPCommContext)
        1    0.000    0.000    0.000    0.000 _rules.py:44(_MissingCustomSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _parser.py:50(ParsedRequirement)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        2    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 sets.py:1858(UniversalSet)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 __init__.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 formal.py:1696(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 typing.py:706(__getattr__)
        1    0.000    0.000    0.000    0.000 torch.py:190(TorchCtxManagerClassVariable)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:525(__init__)
        1    0.000    0.000    0.000    0.000 _infra.py:46(Tag)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:548(CallMethodKey)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:128(RuntimeWrapper)
        1    0.000    0.000    0.000    0.000 tensor.py:1144(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1042(ConvertFrame)
        1    0.000    0.000    0.000    0.000 boolalg.py:544(And)
        6    0.000    0.000    0.000    0.000 conflict.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:20(AttrsDescriptor)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:560(InnerTensorKey)
        1    0.000    0.000    0.000    0.000 operators.py:2(<module>)
        5    0.000    0.000    0.000    0.000 utils.py:31(register_prop_rule)
        1    0.000    0.000    0.000    0.000 boolalg.py:704(Or)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:92(GuardOnDataDependentSymNode)
        2    0.000    0.000    0.000    0.000 internal.py:50(_register_reducer)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1101(StrictMinMaxConstraint)
        1    0.000    0.000    0.000    0.000 more.py:270(peekable)
        1    0.000    0.000    0.000    0.000 iter.py:276(CycleIteratorVariable)
        1    0.000    0.000    0.000    0.000 ndim_array.py:590(ImmutableNDimArray)
       25    0.000    0.000    0.000    0.000 polyoptions.py:193(<genexpr>)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:344(GradIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
        2    0.000    0.000    0.000    0.000 artist.py:633(set_snap)
        2    0.000    0.000    0.000    0.000 deprecation.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:572(DivideByKey)
        1    0.000    0.000    0.000    0.000 expr.py:226(_pow)
        4    0.000    0.000    0.000    0.000 _arraysetops_impl.py:139(_unique_dispatcher)
        2    0.000    0.000    0.000    0.000 _adapters.py:82(__init__)
        1    0.000    0.000    0.000    0.000 bessel.py:282(bessely)
        3    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 singleton.py:8(SingletonRegistry)
        3    0.000    0.000    0.000    0.000 _base.py:4083(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(source_to_code)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:113(CheckpointWrapper)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:1887(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3724(Pi)
        1    0.000    0.000    0.000    0.000 determinant.py:9(Determinant)
        1    0.000    0.000    0.000    0.000 warnings.py:22(SetuptoolsWarning)
        1    0.000    0.000    0.000    0.000 serialization.py:1826(UnpicklerWrapper)
        1    0.000    0.000    0.000    0.000 orderings.py:63(ProductOrder)
        3    0.000    0.000    0.000    0.000 artist.py:1073(set_in_layout)
        1    0.000    0.000    0.000    0.000 single.py:2844(LieGroup)
        1    0.000    0.000    0.000    0.000 bessel.py:1149(hn2)
        1    0.000    0.000    0.000    0.000 optimization.py:458(Ridder)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_resolve)
        1    0.000    0.000    0.000    0.000 enumerative.py:370(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 immutable.py:82(ImmutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 numbers.py:2117(totient)
        1    0.000    0.000    0.000    0.000 exc.py:120(ArgsMismatchError)
        2    0.000    0.000    0.000    0.000 typing.py:1350(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _type_utils.py:391(<dictcomp>)
        1    0.000    0.000    0.000    0.000 semantic.py:12(IncompatibleTypeErrorImpl)
        1    0.000    0.000    0.000    0.000 _elffile.py:28(EIData)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:448(OptionDummy)
        2    0.000    0.000    0.000    0.000 legend.py:804(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 tensor.py:1284(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:9(FunctionMatrix)
        1    0.000    0.000    0.000    0.000 polynomials.py:889(assoc_legendre)
        1    0.000    0.000    0.000    0.000 driver.py:14(__init__)
        1    0.000    0.000    0.000    0.000 error_functions.py:2308(FresnelIntegral)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:607(default)
        5    0.000    0.000    0.000    0.000 __init__.py:766(__init__)
        4    0.000    0.000    0.000    0.000 generate.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 gruntz.py:155(SubsSet)
        3    0.000    0.000    0.000    0.000 gridspec.py:603(num2)
        1    0.000    0.000    0.000    0.000 _infra.py:190(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 nn_module.py:1151(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:930(HFPretrainedConfigVariable)
        1    0.000    0.000    0.000    0.000 traitlets.py:1711(_register_validator)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
        1    0.000    0.000    0.000    0.000 requirements.py:21(Requirement)
        1    0.000    0.000    0.000    0.000 guards.py:2195(CheckFunctionManager)
        1    0.000    0.000    0.000    0.000 sequences.py:611(SeqFormula)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:96(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 _elffile.py:31(EMachine)
        1    0.000    0.000    0.000    0.000 replay_record.py:19(DummyModule)
       10    0.000    0.000    0.000    0.000 ctx_iv.py:355(_wrap_mpi_function)
        1    0.000    0.000    0.000    0.000 expr.py:4103(ExprBuilder)
        1    0.000    0.000    0.000    0.000 line.py:1343(Ray)
        1    0.000    0.000    0.000    0.000 facts.py:135(apply_beta_to_alpha_route)
        1    0.000    0.000    0.000    0.000 functional.py:374(_AlltoAll)
        1    0.000    0.000    0.000    0.000 ring.py:9(Ring)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:18(TracableCreateParameter)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1782(FlexAttentionHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 polynomials.py:1006(hermite)
        1    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:122(_OptimStateKey)
        1    0.000    0.000    0.000    0.000 resources.py:43(_get_package)
        1    0.000    0.000    0.000    0.000 factorials.py:503(RisingFactorial)
        1    0.000    0.000    0.000    0.000 lists.py:527(TupleVariable)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:780(_FromTorchTensor)
        1    0.000    0.000    0.000    0.000 utils.py:417(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:413(Final)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:104(do_one)
        1    0.000    0.000    0.000    0.000 distributed.py:81(WorldMetaClassVariable)
        1    0.000    0.000    0.000    0.000 decorators.py:99(binary_op_wrapper)
        1    0.000    0.000    0.000    0.000 metrics.py:127(MetricTable)
        1    0.000    0.000    0.000    0.000 code_context.py:7(CodeContextDict)
        1    0.000    0.000    0.000    0.000 context.py:270(raises)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:403(_reduce_with_dtype)
        2    0.000    0.000    0.000    0.000 deprecation.py:102(deprecated)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:69(_interpolate)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:1(<module>)
       10    0.000    0.000    0.000    0.000 mpelements.py:23(<lambda>)
        1    0.000    0.000    0.000    0.000 assumptions.py:220(_load_pre_generated_assumption_rules)
        1    0.000    0.000    0.000    0.000 utils.py:110(align)
        1    0.000    0.000    0.000    0.000 _parser.py:15(Node)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:538(AddWithLimits)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:801(Min)
        1    0.000    0.000    0.000    0.000 __init__.py:79(method_cache)
        1    0.000    0.000    0.000    0.000 fancysets.py:239(Reals)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:173(<lambda>)
       10    0.000    0.000    0.000    0.000 typing.py:778(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 boolalg.py:253(BooleanTrue)
        1    0.000    0.000    0.000    0.000 source.py:97(LocalSource)
        1    0.000    0.000    0.000    0.000 functions.py:11(TensorProduct)
        1    0.000    0.000    0.000    0.000 monomials.py:394(MonomialOps)
        1    0.000    0.000    0.000    0.000 constant.py:211(EnumVariable)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:397(__init__)
        2    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 misc.py:632(AutogradFunctionVariable)
        5    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 utils.py:421(reset)
        7    0.000    0.000    0.000    0.000 __init__.py:231(<genexpr>)
        1    0.000    0.000    0.000    0.000 beta_functions.py:173(betainc)
        4    0.000    0.000    0.000    0.000 _shape_base_impl.py:1269(<genexpr>)
        1    0.000    0.000    0.000    0.000 user_defined.py:1287(WeakRefVariable)
        1    0.000    0.000    0.000    0.000 _elffile.py:33(EMachine)
        1    0.000    0.000    0.000    0.000 single.py:2296(NthLinearConstantCoeffUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 _structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 codecache.py:3327(TritonFuture)
        1    0.000    0.000    0.000    0.000 relational.py:745(Unequality)
        1    0.000    0.000    0.000    0.000 bessel.py:1093(hn1)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
        1    0.000    0.000    0.000    0.000 codecache.py:1529(AotCodeCompiler)
        1    0.000    0.000    0.000    0.000 sets.py:2157(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:288(ResolvedExportOptions)
        1    0.000    0.000    0.000    0.000 numbers.py:3855(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 polynomials.py:1108(hermite_prob)
        3    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 complexes.py:935(adjoint)
        1    0.000    0.000    0.000    0.000 tempfile.py:832(__repr__)
        1    0.000    0.000    0.000    0.000 misc.py:336(ClosureVariable)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1722(_reduce_op_symbolic_helper)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:153(__new__)
        1    0.000    0.000    0.000    0.000 more.py:3665(callback_iter)
        1    0.000    0.000    0.000    0.000 dicts.py:369(DefaultDictVariable)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:11(Token)
        1    0.000    0.000    0.000    0.000 series.py:1496(ParametricLineBaseSeries)
        1    0.000    0.000    0.000    0.000 _infra.py:208(Graph)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:330(_constant)
        1    0.000    0.000    0.000    0.000 modules.py:1889(EndomorphismRing)
        2    0.000    0.000    0.000    0.000 convert_frame.py:147(__init__)
        1    0.000    0.000    0.000    0.000 base.py:99(VariableTrackerMeta)
        1    0.000    0.000    0.000    0.000 _elffile.py:26(EIData)
        2    0.000    0.000    0.000    0.000 core.py:2047(_decorator)
        1    0.000    0.000    0.000    0.000 numbers.py:1893(kronecker_symbol)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metrics.py:99(CachedMetricsHelper)
        3    0.000    0.000    0.000    0.000 libmpf.py:663(mpf_neg)
        1    0.000    0.000    0.000    0.000 modules.py:286(FreeModule)
        1    0.000    0.000    0.000    0.000 misc.py:925(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:47(Resolvent)
        1    0.000    0.000    0.000    0.000 dfm.py:18(DFM_dummy)
        5    0.000    0.000    0.000    0.000 trace_rules.py:2940(__init__)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:279(PpmDecoder)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:18(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1165(_VersionWrapper)
        1    0.000    0.000    0.000    0.000 autograd_cache.py:295(AOTAutogradCacheEntry)
        1    0.000    0.000    0.000    0.000 core.py:2433(static_range)
        2    0.000    0.000    0.000    0.000 offsetbox.py:52(<lambda>)
        1    0.000    0.000    0.000    0.000 misc.py:1085(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 source.py:156(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 functions.py:730(WrapperUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 hyper.py:866(HyperRep_power1)
        1    0.000    0.000    0.000    0.000 _ndarray.py:50(Flags)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:106(_PosDimTensorInfo)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 inference.py:252(KB)
        2    0.000    0.000    0.000    0.000 offsetbox.py:273(set_offset)
        3    0.000    0.000    0.000    0.000 math.py:49(_add_math_2arg_docstr)
        1    0.000    0.000    0.000    0.000 numbers.py:1026(euler)
        1    0.000    0.000    0.000    0.000 sequences.py:1020(SeqAdd)
        1    0.000    0.000    0.000    0.000 operations.py:464(LatticeOp)
        1    0.000    0.000    0.000    0.000 source.py:142(GlobalSource)
        1    0.000    0.000    0.000    0.000 numbers.py:3792(GoldenRatio)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:13(ExprWithIntLimits)
        1    0.000    0.000    0.000    0.000 polynomials.py:443(chebyshevt)
        2    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        2    0.000    0.000    0.000    0.000 legend.py:1203(set_draggable)
        1    0.000    0.000    0.000    0.000 relational.py:1143(LessThan)
        1    0.000    0.000    0.000    0.000 source.py:631(ConstantSource)
        1    0.000    0.000    0.000    0.000 bessel.py:1665(airyaiprime)
        1    0.000    0.000    0.000    0.000 distributed.py:24(DistributedVariable)
        1    0.000    0.000    0.000    0.000 traitlets.py:3500(class_init)
        1    0.000    0.000    0.000    0.000 functions.py:836(Min)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:3063(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 py39.py:28(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        1    0.000    0.000    0.000    0.000 companion.py:8(CompanionMatrix)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:188(elliptic_e)
        1    0.000    0.000    0.000    0.000 cnf.py:109(AND)
        1    0.000    0.000    0.000    0.000 functions.py:256(ModularIndexing)
        1    0.000    0.000    0.000    0.000 single.py:443(FirstExact)
        1    0.000    0.000    0.000    0.000 fourier.py:475(FiniteFourierSeries)
        1    0.000    0.000    0.000    0.000 lambdify.py:1274(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 polyoptions.py:507(Split)
        1    0.000    0.000    0.000    0.000 misc.py:351(InlinedClosureVariable)
        1    0.000    0.000    0.000    0.000 remote_module_template.py:5(<module>)
        1    0.000    0.000    0.000    0.000 coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 source.py:112(SyntheticLocalSource)
        1    0.000    0.000    0.000    0.000 kind.py:7(MatrixKind)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:177(<lambda>)
        1    0.000    0.000    0.000    0.000 bessel.py:1986(marcumq)
        2    0.000    0.000    0.000    0.000 traitlets.py:4038(subclass_init)
        1    0.000    0.000    0.000    0.000 transforms.py:1428(HankelTypeTransform)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:5491(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 default_hooks.py:46(LowPrecisionState)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:517(ExceptionTableEntry)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1193(CatchErrorsWrapper)
        1    0.000    0.000    0.000    0.000 diophantine.py:40(DiophantineSolutionSet)
        1    0.000    0.000    0.000    0.000 diagonal.py:86(DiagonalOf)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3426(atan2)
        1    0.000    0.000    0.000    0.000 _view_ops.py:44(DimSpec)
        1    0.000    0.000    0.000    0.000 function.py:818(AppliedUndef)
        1    0.000    0.000    0.000    0.000 epathtools.py:6(EPath)
        1    0.000    0.000    0.000    0.000 modules.py:1096(ModuleOrder)
        1    0.000    0.000    0.000    0.000 evalf.py:1554(EvalfMixin)
        1    0.000    0.000    0.000    0.000 lists.py:314(CommonListMethodsVariable)
        1    0.000    0.000    0.000    0.000 cse_main.py:345(Unevaluated)
        1    0.000    0.000    0.000    0.000 relational.py:884(_Less)
        1    0.000    0.000    0.000    0.000 beta_functions.py:282(betainc_regularized)
        1    0.000    0.000    0.000    0.000 _view_ops.py:83(NewDim)
        1    0.000    0.000    0.000    0.000 functions.py:1105(TritonKernelVariable)
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 api.py:35(DevicePlacementSpec)
        1    0.000    0.000    0.000    0.000 assumptions.py:464(StdFactKB)
        1    0.000    0.000    0.000    0.000 io_adapter.py:46(InputAdapter)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 autograd_cache.py:157(AOTAutogradCacheDetails)
        1    0.000    0.000    0.000    0.000 distributed.py:139(PlacementVariable)
        1    0.000    0.000    0.000    0.000 error_functions.py:894(erfcinv)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 contains.py:10(Contains)
        1    0.000    0.000    0.000    0.000 relational.py:902(GreaterThan)
        1    0.000    0.000    0.000    0.000 __init__.py:228(insert_shim)
        1    0.000    0.000    0.000    0.000 __init__.py:35(_is_compiled)
