98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 functions.py:928(PolyfilledFunctionVariable)
        4    0.000    0.000    0.000    0.000 iostream.py:138(_event_pipe)
        5    0.000    0.000    0.000    0.000 __init__.py:792(mtime)
        4    0.000    0.000    0.000    0.000 threading.py:1066(_wait_for_tstate_lock)
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 __init__.py:1503(_register_triton_kernels)
        1    0.000    0.000    0.000    0.000 hatch.py:19(set_vertices_and_codes)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1(<module>)
       11    0.000    0.000    0.000    0.000 loader.py:257(merge)
        9    0.000    0.000    0.000    0.000 weakref.py:511(update)
        2    0.000    0.000    0.000    0.000 offsetbox.py:1054(_get_anchored_bbox)
        1    0.000    0.000    0.000    0.000 rcode.py:1(<module>)
       14    0.000    0.000    0.000    0.000 math.py:18(wrapper)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _run.py:30(Run)
       12    0.000    0.000    0.000    0.000 _view_ops.py:587(register_op_strategy_map)
        3    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 mathml.py:540(MathMLPresentationPrinter)
        3    0.000    0.000    0.000    0.000 numbers.py:1307(__new__)
        3    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       22    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.006    0.006 specifiers.py:99(Specifier)
        1    0.000    0.000    0.004    0.004 backend_inline.py:209(_enable_matplotlib_integration)
        1    0.000    0.000    0.002    0.002 replay_record.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:39(_mpf)
       26    0.000    0.000    0.000    0.000 typing.py:993(<genexpr>)
        1    0.000    0.000    0.011    0.011 bsplines.py:1(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 _dtensor_spec.py:24(DTensorSpec)
        1    0.000    0.000    0.000    0.000 registration.py:203(SymbolicRegistry)
        2    0.000    0.000    0.000    0.000 eval_frame.py:594(__init__)
        1    0.000    0.000    0.000    0.000 _type_utils.py:67(JitScalarType)
        1    0.000    0.000    0.000    0.000 __init__.py:850(TarInfo)
       16    0.000    0.000    0.000    0.000 offsetbox.py:604(get_transform)
        3    0.000    0.000    0.000    0.000 typing.py:1386(_get_defaults)
        1    0.000    0.000    0.000    0.000 tempfile.py:355(mkdtemp)
        1    0.000    0.000    0.000    0.000 dir_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combsimp.py:1(<module>)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 kind.py:287(_)
        1    0.000    0.000    0.000    0.000 numbers.py:1183(catalan)
        1    0.000    0.000    0.001    0.001 partitions_.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pathlib.py:736(_make_child)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2._mpmath_normalize}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:281(register_backend)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 uuid.py:713(uuid4)
        2    0.000    0.000    0.000    0.000 layout_engine.py:120(__init__)
       13    0.000    0.000    0.000    0.000 functools.py:883(wrapper)
        1    0.000    0.000    0.000    0.000 parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:2(<module>)
        1    0.000    0.000    0.000    0.000 embedding_bag.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matplotlib.py:1(<module>)
      255    0.000    0.000    0.000    0.000 {method 'bit_scan1' of 'gmpy2.mpz' objects}
        1    0.000    0.000    0.000    0.000 _random.py:3(<module>)
        1    0.000    0.000    0.000    0.000 facts.py:411(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        6    0.000    0.000    0.000    0.000 libmpf.py:410(from_float)
        2    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        7    0.000    0.000    0.000    0.000 symbolic_convert.py:574(decorator)
        2    0.000    0.000    0.014    0.007 legend.py:1071(get_tightbbox)
        1    0.000    0.000    0.000    0.000 _result.py:28(Result)
        1    0.000    0.000    0.000    0.000 mathematica.py:123(MCodePrinter)
        1    0.000    0.000    0.000    0.000 codegen.py:43(PyCodegen)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1(<module>)
       10    0.000    0.000    0.000    0.000 utils.py:778(clear_on_fresh_inductor_cache)
       23    0.000    0.000    0.002    0.000 traitlets.py:1523(notify_change)
        4    0.000    0.000    0.000    0.000 layout_engine.py:62(__init__)
       23    0.000    0.000    0.000    0.000 traitlets.py:2327(_resolve_classes)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
        2    0.000    0.000    0.783    0.391 module.py:1213(to)
       13    0.000    0.000    0.000    0.000 _reductions_impl.py:29(_deco_axis_expand)
        1    0.000    0.000    0.000    0.000 monkey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtypes_impl.py:3(<module>)
        7    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
        1    0.000    0.000    0.000    0.000 codecache.py:1407(CompiledFxGraph)
       48    0.000    0.000    0.000    0.000 traitlets.py:1245(__get__)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:101(_cnfmerge)
       16    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.001    0.001 module.py:2476(load_state_dict)
        1    0.000    0.000    0.000    0.000 jscode.py:1(<module>)
        4    0.000    0.000    0.020    0.005 trace_rules.py:3346(_recompile_re)
        1    0.000    0.000    0.000    0.000 _invocation.py:17(Invocation)
       35    0.000    0.000    0.000    0.000 __init__.py:482(_sharded_op_impl)
        4    0.000    0.000    0.000    0.000 _arraysetops_impl.py:144(unique)
        3    0.000    0.000    0.000    0.000 pyplot.py:1117(get_fignums)
        1    0.000    0.000    0.000    0.000 error_functions.py:2364(fresnels)
        1    0.000    0.000    0.004    0.004 algebraicfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 schemas.py:253(ViewAndMutationMeta)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:2(<module>)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:2605(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 octave.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:175(_extract_arch_version)
       12    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 patches.py:3941(set_boxstyle)
        1    0.000    0.000    0.000    0.000 _tool_component.py:19(ToolComponent)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pathlib.py:1262(read_text)
        2    0.000    0.000    0.362    0.181 artist.py:1403(_get_tightbbox_for_layout_only)
        1    0.000    0.000    0.000    0.000 depends.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ctx_mp.py:63(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:2200(__init__)
        1    0.000    0.000    0.001    0.001 mod.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _run.py:4(<module>)
        1    0.000    0.000    0.006    0.006 _thread_flow_location.py:4(<module>)
        1    0.000    0.000    0.001    0.001 beta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_methods.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 groundtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cnf.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7f60136e9a60}
        1    0.000    0.000    0.000    0.000 current_scope_id.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
       13    0.000    0.000    0.002    0.000 functions.py:1142(make_opaque_unary_fn)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _traversal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
       43    0.000    0.000    0.000    0.000 dispatcher.py:120(register)
        7    0.000    0.000    0.001    0.000 ctx_mp_python.py:279(binary_op)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:47(__new__)
        1    0.000    0.000    0.031    0.031 decorator.py:10(threaded_factory)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(is_package)
        1    0.000    0.000    0.000    0.000 jscode.py:46(JavascriptCodePrinter)
        7    0.000    0.000    0.000    0.000 {built-in method torch.get_default_dtype}
        6    0.000    0.000    0.000    0.000 __init__.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 requirements.py:4(<module>)
        5    0.000    0.000    0.000    0.000 numbers.py:1780(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:582(Float)
        2    0.000    0.000    0.000    0.000 traverse.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1230(append)
       11    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.047    0.047 build.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contract.py:13(generate_state_key)
        3    0.000    0.000    0.000    0.000 init.py:446(_calculate_correct_fan)
        1    0.000    0.000    0.000    0.000 typecheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:37(FoldedCase)
        1    0.000    0.000    0.000    0.000 rref.py:30(<module>)
        1    0.000    0.000    0.000    0.000 julia.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _elffile.py:1(<module>)
       26    0.000    0.000    0.000    0.000 recording.py:228(record_shapeenv_event)
       18    0.000    0.000    0.000    0.000 transforms.py:272(y1)
        1    0.000    0.000    0.000    0.000 _common_utils.py:188(HandleTrainingState)
        2    0.000    0.000    0.000    0.000 __init__.py:1468(_options)
        1    0.000    0.000    0.001    0.001 __init__.py:113(spec_for_distutils)
        2    0.000    0.000    0.000    0.000 _pytree.py:693(__post_init__)
        6    0.000    0.000    0.000    0.000 __init__.py:938(current_device)
        1    0.000    0.000    0.001    0.001 registration.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 basic.py:2217(Atom)
        9    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 refine.py:1(<module>)
        4    0.000    0.000    0.000    0.000 gridspec.py:627(colspan)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:2(<module>)
        6    0.000    0.000    0.000    0.000 module.py:2547(<dictcomp>)
        6    0.000    0.000    0.000    0.000 _base.py:2482(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 intfunc.py:1(<module>)
       12    0.000    0.000    0.000    0.000 traitlets.py:1256(instance_init)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:326(GaussianIntegerRing)
        2    0.000    0.000    0.001    0.000 path.py:1028(hatch)
        3    0.000    0.000    0.000    0.000 inverselaplace.py:668(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:302(isabstract)
        1    0.000    0.000    0.000    0.000 style.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:48(NestedTensor)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2927(FunctionIdSet)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:266(_max_pool)
        1    0.000    0.000    0.011    0.011 distributed.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _common.py:12(_sharded_op_common)
        5    0.000    0.000    0.000    0.000 traitlets.py:857(tag)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:23(_ExecOrderData)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:117(set_active)
        9    0.000    0.000    0.000    0.000 backend_bases.py:2254(mpl_connect)
        6    0.000    0.000    0.000    0.000 _base.py:784(get_subplotspec)
        1    0.000    0.000    0.001    0.001 _rules.py:2(<module>)
       14    0.000    0.000    0.000    0.000 fft.py:13(upcast)
        6    0.000    0.000    0.000    0.000 pkgutil.py:406(get_importer)
       24    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 point.py:42(Point)
        1    0.000    0.000    0.000    0.000 guards.py:506(GuardBuilder)
       14    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 finite_diff.py:1(<module>)
        2    0.000    0.000    0.000    0.000 operations.py:600(register_handlerclass)
        1    0.000    0.000    0.000    0.000 cuda_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deltafunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compile_command.py:2(<module>)
